Nr;key;Kurztitel;Langtitel;Zitiert nach:;Bde.;Verlinkt;Link vorhanden;Online abgeglichen;Digitalisat;Online-Zugriff;Geschichtsquellen.de;Arlima.net;Supplement;Band I;Band I,1;Band I,2;Band II;Band III;Band IV;Band V;Band VI;Band VII;Band VII,1;Band VII,2;Band VIII;Band IX;Band X;Band XI;Band XII;Band XIII;Band XIV;Band XV;Band XVI;Hinweis;;;;;;;;;;;;;;;
390;Masson,_Epistolae_Gerberti;Masson, Epistolae Gerberti;Epistolae Gerberti primo Remorum, dein Ravennatum archiepiscopi postea Romani pontificis Silvestri secundi […], ed. Jean-Papire Masson, Paris 1611.;;;;X;X;https://archive.org/details/bub_gb_e1POBnb-uxgC/page/n3 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391;Masson,_Libri_sex_de_episcopis_urbis;Masson, Libri sex de episcopis urbis;Libri sex de episcopis urbis, qui Romanam Ecclesiam rexerunt, rebusque gestis eorum, ed. Jean Papire Masson, Paris 1586.;;;;X;X;https://books.google.fr/books?id=xWdTAAAAcAAJ&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
392;Matton,_Dict._topogr._Aisne;Matton, Dict. topogr. Aisne;Auguste Matton, Dictionnaire topographique de la France, Bd. 2: Dictionnaire topographique du département de l’Aisne, Paris 1871.;;;;X;X;http://www.archive.org/details/dictionnairetop00mattgoog ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
393;May,_Reg._Bremen_I;May, Reg. Bremen I;Regesten der Erzbischöfe von Bremen, ed. Otto Heinrich May, Bd. 1, Bremen 1937 (Veröffentlichungen der Historischen Kommission für Niedersachsen und Bremen, 11,1).;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
394;McKeon,_Hincmar;McKeon, Hincmar;Peter R. McKeon, Hincmar of Laon and Carolingian politics, Urbana 1978.;;;;(X);X;https://archive.org/details/hincmaroflaoncar0000mcke;;;;;;;;;;;;;;;;;;;;;;;;;Ausleihbar mit kostenlosem Konto (archive.org) / DeGruyter;;;;;;;;;;;;;;;
395;McKeon,_Reestablishment;McKeon, Reestablishment;Peter R. McKeon, Toward a Reestablishment of the Correspondence of Pope Hadrian II. The Letters exchanged between Rome and the Kingdom of Charles the Bald regarding Hincmar of Laon, in: Revue bénédictine 81 (1971), S. 169–185. ;;;;(X);X;http://www.mgh-bibliothek.de/dokumente/a/a070698.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
396;Meinert,_Libelli_de_discordia;Meinert, Libelli de discordia;Hermann Meinert, Libelli de discordia inter monachos S. Remigii et S. Nicasii Remenses agitata tempore Paschalis II. papae, in: Leo Santifaller (Hg.), Festschrift Albert Brackmann, Weimar 1931, S. 259–292.;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
397;Meinert,_Papsturkunden_in_Frankreich_N._F._1;Meinert, Papsturkunden in Frankreich N. F. 1;Papsturkunden in Frankreich, N. F. 1: Champagne und Lothringen, ed. Hermann Meinert, Göttingen 1932–1933 (Abhandlungen der Gesellschaft der Wissenschaften zu Göttingen. Philologisch-Historische Klasse, 3. Folge, 3–4).;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
398;Melampo,_Bolle_papali;Melampo, Bolle papali;Angelo Melampo, Attorno alle bolle papali da Pasquale I a Pio X, Bd. 1, Rom 1904 (Miscellanea di storia e cultura ecclesiastica, 3).;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
399;Mériaux,_Boulogne_et_Thérouanne;Mériaux, Boulogne et Thérouanne;Charles Mériaux, Deux cités pour un diocèse: Boulogne et Thérouanne jusqu’au milieu du XIIIe siècle, in: Jeff Rider, Benoît-Michel Tock (Hg.), Le diocèse de Thérouanne au Moyen Âge: actes de la journée d’études tenue à Lille le 3 mai 2007, Arras 2010 (Mémoires de la Comission Départementale d’Histoire et d’Archéologie du Pas-de-Calais, 39), S. 31–52.;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
400;MGH_Briefe_d._dt._Kaiserzeit_2;MGH Briefe d. dt. Kaiserzeit 2;Die Briefsammlung Gerberts von Reims, ed. Fritz Weigle, Weimar 1966 (MGH Briefe der deutschen Kaiserzeit, 2). ;;;X;X;X;https://www.dmgh.de/mgh_briefe_d_dt_kaiserzeit_2/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401;MGH_Briefe_d._dt._Kaiserzeit_5;MGH Briefe d. dt. Kaiserzeit 5;Briefsammlungen der Zeit Heinrichs IV., ed. Carl Erdmann, Norbert Fickermann, Weimar 1950 (MGH Briefe der deutschen Kaiserzeit, 5).;;;X;X;X;https://www.dmgh.de/mgh_briefe_d_dt_kaiserzeit_5/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402;MGH_Conc._2,2;MGH Conc. 2,2;Concilia aevi Karolini, ed. Albertus Werminghoff, Hannover, Leipzig 1908 (MGH Concilia, 2,2).;;;X;X;X;;;;;;https://www.dmgh.de/mgh_conc_2_1/index.htm;;;https://www.dmgh.de/mgh_conc_2_2/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
403;MGH_Conc._3;MGH Conc. 3;Die Konzilien der Karolingischen Teilbereiche 843–859, ed. Wilfried Hartmann, Hannover 1984 (MGH Concilia, 3).;;;X;X;X;https://www.dmgh.de/mgh_conc_3/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
404;MGH_Conc._4;MGH Conc. 4;Die Konzilien der karolingischen Teilbereiche 860–874, ed. Wilfried Hartmann, Hannover 1998 (MGH Concilia, 4).;;;X;X;X;https://www.dmgh.de/mgh_conc_4/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
405;MGH_Conc._4,_Suppl._2;MGH Conc. 4, Suppl. 2;Die Streitschriften Hinkmars von Reims und Hinkmars von Laon 869–871, ed. Rudolf Schieffer, Hannover 2003 (MGH Concilia, 4, Suppl. 2).;;;X;X;X;https://www.dmgh.de/mgh_conc_4__suppl_2/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
406;MGH_Conc._6,1;MGH Conc. 6,1;Die Konzilien Deutschlands und Reichsitaliens 916–960, ed. Ernst-Dieter Hehl, Horst Fuhrmann, Hannover 1987 (MGH Concilia, 6,1).;;;X;X;X;;;;;;https://www.dmgh.de/mgh_conc_6_1/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
407;MGH_Conc._6,2;MGH Conc. 6,2;Die Konzilien Deutschlands und Reichsitaliens 962–1001, ed. Ernst-Dieter Hehl, Carlo Servatius, Hannover 2007 (MGH Concilia, 6,2). ;;;X;X;X;https://www.dmgh.de/mgh_conc_6_2/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
408;MGH_Conc._8;MGH Conc. 8;Die Konzilien Deutschlands und Reichsitaliens 1023–1059, ed. Detlev Jasper, Hannover 2010 (MGH Concilia, 8).;;;X;X;X;https://www.dmgh.de/mgh_conc_8/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
409;MGH_Const._1;MGH Const. 1;Constitutiones et acta publica imperatorum et regum, 911–1197, Bd. 1, ed. Ludwig Weiland, Hannover 1893 (MGH Constitutiones et acta publica imperatorum et regum, 1). ;;;X;X;X;https://www.dmgh.de/mgh_const_1/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
410;MGH_DD_F_I.;MGH DD F I.;Die Urkunden Friedrichs I. 1152–1158, ed. Heinrich Appelt u. a., 5 Bde., Hannover 1975–1990 (MGH Die Urkunden der deutschen Könige und Kaiser, 10).;;;X;X;X;https://www.dmgh.de/mgh_dd_f_i_1/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
411;MGH_DD_Ka_III.;MGH DD Ka III.;Die Urkunden Karls III., ed. Paul Fridolin Kehr, Berlin 1937 (MGH Die Urkunden der deutschen Karolinger, 2).;;;X;X;X;https://www.dmgh.de/mgh_dd_ka_iii/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
412;MGH_DD_LdF;MGH DD LdF;Die Urkunden Ludwigs des Frommen, ed. Theo Kölzer u. a., 3 Bde., Wiesbaden 2016 (MGH Die Urkunden der Karolinger, 2).;;;X;X;X;;;;;;https://www.dmgh.de/mgh_dd_ldf_1/index.htm;;;https://www.dmgh.de/mgh_dd_ldf_2/index.htm;https://www.dmgh.de/mgh_dd_ldf_3/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
413;MGH_DD_Lo_III.;MGH DD Lo III.;Die Urkunden Lothars III. und der Kaiserin Richenza, ed. Emil von Ottenthal, Hans Hirsch, Berlin 1927 (MGH Die Urkunden der deutschen Könige und Kaiser, 8).;;;X;X;X;https://www.dmgh.de/mgh_dd_lo_iii/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
414;MGH_DD_O_III.;MGH DD O III.;Die Urkunden Otto des III., ed. Theodor Sickel, Hannover 1893 (MGH Die Urkunden der deutschen Könige und Kaiser, 2,2). ;;;X;X;X;https://www.dmgh.de/mgh_dd_o_ii__dd_o_iii/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
415;MGH_Epp._3;MGH Epp. 3;Epistolae Merowingici et Karolini aevi, Bd. 1, ed. Wilhelm Gundlach, Ernst Dümmler, Berlin 1892 (MGH Epistolae in Quart, 3).;;;X;X;X;https://www.dmgh.de/mgh_epp_3/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
416;MGH_Epp._5;MGH Epp. 5;Epistolae Karolini aevi, Bd. 3, ed. Ernst Dümmler, Karl Hampe u. a., Berlin 1890 (MGH Epistolae in Quart, 5).;;;X;X;X;https://www.dmgh.de/mgh_epp_5/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
417;MGH_Epp._6;MGH Epp. 6;Epistolae Karolini aevi, Bd. 4, ed. Ernst Dümmler, Ernst Perels u. a., Berlin 1925 (MGH Epistolae in Quart, 6).;;;X;X;X;;;;;;;;;;https://www.dmgh.de/mgh_epp_6/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
418;MGH_Epp._7;MGH Epp. 7;Epistolae Karolini aevi, Bd. 5, ed. Erich Caspar, Gerhard Laehr u. a., Berlin 1928 (MGH Epistolae in Quart, 7).;;;X;X;X;https://www.dmgh.de/mgh_epp_7/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
419;MGH_Epp._8,1;MGH Epp. 8,1;Epistolae Karolini aevi. Hincmari archiepiscopi Remensis epistolae, Bd. 6, Tl. 1, ed. Ernst Perels, Berlin 1939 (MGH Epistolae in Quart, 8,1).;;;X;X;X;https://www.dmgh.de/mgh_epp_8_1/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
420;MGH_Epp._8,2;MGH Epp. 8,2;Epistolae Karolini aevi. Hincmari archiepiscopi Remensis epistolae, Bd. 6, Tl. 2, ed. Rudolf Schieffer, Ernst Perels, Nelly Ertl, Wiesbaden 2018 (MGH Epistolae in Quart 8,2).;;;X;X;X;https://www.dmgh.de/mgh_epp_8_2/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
421;MGH_Epp._sel._1;MGH Epp. sel. 1;Die Briefe des heiligen Bonifatius und Lullus, ed. Michael Tangl, Berlin 1916 (MGH Epistolae selectae, 1).;;;X;X;X;https://www.dmgh.de/mgh_epp_sel_1/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
422;MGH_Epp._sel._2,1;MGH Epp. sel. 2,1;Das Register Gregors VII., Tl. 1, ed. Erich Caspar, Berlin 1920 (MGH Epistolae selectae, 2,1).;;;X;X;X;https://www.dmgh.de/mgh_epp_sel_2_1/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
423;MGH_Epp._sel._2,2;MGH Epp. sel. 2,2;Das Register Gregors VII., Tl. 2, ed. Erich Caspar, Berlin 1928 (MGH Epistolae selectae, 2,2).;;;X;X;X;https://www.dmgh.de/mgh_epp_sel_2_2/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
424;MGH_Ldl_3;MGH Ldl 3;Libelli de lite imperatorum et pontificum saeculis XI. et XII. conscripti, ed. Ernst Dümmler, Ernst Sackur, Hannover 1897 (MGH Libelli de lite imperatorum et pontificum, 3).;;;X;X;X;https://www.dmgh.de/mgh_ldl_3/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
425;MGH_SS_3;MGH SS 3;Annales, chronica et historiae aevi Saxonici, ed. Georg Heinrich Pertz, Hannover 1839 (MGH Scriptores, 3).;;;X;X;X;https://www.dmgh.de/mgh_ss_3/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
426;MGH_SS_6;MGH SS 6;Chronica et annales aevi Salici, ed. Georg Heinrich Pertz, Hannover 1844 (MGH Scriptores, 6).;;;X;X;X;https://www.dmgh.de/mgh_ss_6/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
427;MGH_SS_7;MGH SS 7;Chronica et gesta aevi Salici, ed. Georg Heinrich Pertz, Hannover 1846 (MGH Scriptores, 7).;;;X;X;X;https://www.dmgh.de/mgh_ss_7/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
428;MGH_SS_8;MGH SS 8;Chronica et gesta aevi Salici, ed. Georg Heinrich Pertz, Hannover 1848 (MGH Scriptores, 8).;;;X;X;X;https://www.dmgh.de/mgh_ss_8/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
429;MGH_SS_10;MGH SS 10;Annales et chronica aevi Salici. Vitae aevi Carolini et Saxonici, ed. Georg Heinrich Pertz, Hannover 1852 (MGH Scriptores, 10).;;;X;X;X;https://www.dmgh.de/mgh_ss_10/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
430;MGH_SS_12;MGH SS 12;Historiae aevi Salici, ed. Georg Heinrich Pertz, Hannover 1856 (MGH Scriptores, 12).;;;X;X;X;https://www.dmgh.de/mgh_ss_12/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
431;MGH_SS_13;MGH SS 13;Supplementa tomorum I–XII, pars I, ed. Georg Waitz u. a., Hannover 1881 (MGH Scriptores, 13).;;;X;X;X;https://www.dmgh.de/mgh_ss_13/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
432;MGH_SS_14;MGH SS 14;Supplementa tomorum I–XII, pars II. Supplementum tomi XIII, ed. Georg Waitz u. a., Hannover 1883 (MGH Scriptores, 14).;;;X;X;X;https://www.dmgh.de/mgh_ss_14/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
433;MGH_SS_16;MGH SS 16;Annales aevi Suevici, ed. Georg Heinrich Pertz, Hannover 1859 (MGH Scriptores, 16).;;;X;X;X;https://www.dmgh.de/mgh_ss_16/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
434;MGH_SS_19;MGH SS 19;Annales aevi Suevici, ed. Georg Heinrich Pertz, Hannover 1866 (MGH Scriptores, 19).;;;X;X;X;https://www.dmgh.de/mgh_ss_19/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
435;MGH_SS_20;MGH SS 20;Supplementa tomorum I, V, VI, XII. Chronica aevi Suevici, ed. Georg Heinrich Pertz, Hannover 1868 (MGH Scriptores, 20).;;;X;X;X;https://www.dmgh.de/mgh_ss_20/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
436;MGH_SS_23;MGH SS 23;Chronica aevi Suevici, ed. Georg Heinrich Pertz, Hannover 1874 (MGH Scriptores, 23).;;;X;X;X;https://www.dmgh.de/mgh_ss_23/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
437;MGH_SS_25;MGH SS 25;Gesta saec. XIII., ed. Georg Waitz u. a., Hannover 1880 (MGH Scriptores, 25).;;;X;X;X;https://www.dmgh.de/mgh_ss_25/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438;MGH_SS_26;MGH SS 26;Ex rerum Francogallicarum scriptoribus. Es historiis auctorum Flandrensium Francogallica lingua scriptis. Supplementum tomi XXIV, ed. Georg Waitz u. a., Hannover 1882 (MGH Scriptores, 26).;;;X;X;X;https://www.dmgh.de/mgh_ss_26/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
439;MGH_SS_30,2;MGH SS 30,2;Supplementa tomorum I–XV, ed. Adolf Hofmeister u. a., Hannover 1934 (MGH Scriptores, 30,2).;;;X;X;X;https://www.dmgh.de/mgh_ss_30_2/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
440;MGH_SS_36;MGH SS 36;Flodoard von Reims. Die Geschichte der Reimser Kirche, ed. Martina Stratmann, Hannover 1998 (MGH Scriptores, 36).;;;X;X;X;https://www.dmgh.de/mgh_ss_36/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
441;MGH_SS_38;MGH SS 38;Richer von Saint-Remi. Historiae, ed. Hartmut Hoffmann, Hannover 2000 (MGH Scriptores, 38).;;;X;X;X;https://www.dmgh.de/mgh_ss_38/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
442;MGH_SS_rer._Germ._18;MGH SS rer. Germ. 18;Chronica regia Coloniensis, ed. Georg Waitz, Hannover 1880 (MGH Scriptores rerum Germanicarum in usum scholarum separatim editi, 18).;;;X;X;X;;;;;;https://www.dmgh.de/mgh_ss_rer_germ_n_s_18_1/index.htm;;;https://www.dmgh.de/mgh_ss_rer_germ_n_s_18_2/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
443;MGH_SS_rer._Germ._46;MGH SS rer. Germ. 46;Ottonis et Rahewini Gesta Friderici I. imperatoris, ed. Georg Waitz, Hannover 1912 (MGH Scriptores rerum Germanicarum in usum scholarum separatim editi, 46).;;;X;X;X;https://www.dmgh.de/mgh_ss_rer_germ_46/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
444;MGH_SS_rer._Germ._5;MGH SS rer. Germ. 5;Annales Bertiniani, ed. Georg Waitz, Hannover 1883 (MGH Scriptores rerum Germanicarum in usum scholarum separatim editi, 5).;;;X;X;X;https://www.dmgh.de/mgh_ss_rer_germ_5/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
445;MGH_SS_rer._Germ._50;MGH SS rer. Germ. 50;Reginonis abbatis Prumiensis chronicon cum continuatione Treverensi, ed. Friedrich Kurze, Hannover 1890 (MGH Scriptores rerum Germanicarum in usum scholarum separatim editi, 50).;;;X;X;X;https://www.dmgh.de/mgh_ss_rer_germ_50/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
446;MGH_SS_rer._Germ._55;MGH SS rer. Germ. 55;Vita Anskarii auctore Rimberto. Vita Rimberti, ed. Georg Waitz, Hannover 1884 (MGH Scriptores rerum Germanicarum in usum scholarum separatim editi, 55).;;;X;X;X;https://www.dmgh.de/mgh_ss_rer_germ_55/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
447;MGH_SS_rer._Germ._6;MGH SS rer. Germ. 6;Annales regni Francorum inde ab a. 741 usque ad a. 829, qui dicuntur annales Laurissenses maiores et Einhardi, ed. Georg Waitz, Friedrich Kurze, Hannover 1895 (MGH Scriptores rerum Germanicarum in usum scholarum separatim editi, 6).;;;X;X;X;https://www.dmgh.de/mgh_ss_rer_germ_6/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
448;MGH_SS_rer._Merov._1,1;MGH SS rer. Merov. 1,1;Gregorii episcopi Turonensis libri historiarum X, Tl. 1, ed. Bruno Krusch, Wilhelm Levison, Hannover 1951 (MGH Scriptores rerum Merovingicarum, 1,1).;;;X;X;X;https://www.dmgh.de/mgh_ss_rer_merov_1_1/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
449;MGH_SS_rer._Merov._3;MGH SS rer. Merov. 3;Passiones vitaeque sanctorum aevi Merovingici et antiquiorum aliquot, ed. Bruno Krusch, Hannover 1896 (MGH Scriptores rerum Merovingicarum, 3).;;;X;X;X;https://www.dmgh.de/mgh_ss_rer_merov_3/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
450;MGH_SS_rer._Merov._5;MGH SS rer. Merov. 5;Passiones vitaeque sanctorum aevi Merovingici, ed. Bruno Krusch, Wilhelm Levison, Hannover, Leipzig 1910 (MGH Scriptores rerum Merovingicarum, 5).;;;X;X;X;https://www.dmgh.de/mgh_ss_rer_merov_5/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
451;MGH_SS_rer._Merov._7;MGH SS rer. Merov. 7;Passiones vitaeque sanctorum aevi Merovingici cum supplemento et appendice, ed. Bruno Krusch, Wilhelm Levison, Hannover, Leipzig 1920 (MGH Scriptores rerum Merovingicarum, 7).;;;X;X;X;https://www.dmgh.de/mgh_ss_rer_merov_7/index.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
452;Migne,_PL;Migne, PL;Patrologiae cursus completus, omnium ss. Patrum, doctorum scriptorumquae ecclesiasticorum sive Latinorum, sive Graecorum. Series latina, ed. Jacques-Paul Migne, 221 Bde., Paris 1844–1865.;;;X;X;X;;https://patristica.net/latina/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
453;Milis,_L’ordre_d’Arrouaise;Milis, L’ordre d’Arrouaise;Ludo Milis, L’ordre des chanoines réguliers d’Arrouaise. Son histoire et son organisation, de la fondation de l’abbaye-mère vers 1090, à la fin des chapitres annuels (1471), 2 Bde., Brügge 1969 (Werken. Faculteit van de Letteren en Wijsbegeerte. Rijksuniversiteit te Gent, 147–148).;;I;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
454;Millet,_Les_chanoines_du_chapitre_cathédrale_de_Laon;Millet, Les chanoines du chapitre cathédrale de Laon;Hélène Millet, Les chanoines du chapitre cathédral de Laon (1272–1412), Rom 1982 (Collection de l’École Française de Rome, 56).;;;;X;X;http://www.persee.fr/web/ouvrages/home/prescript/monographie/efr_0000-0000_1982_mon_56_1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
455;Millor-Brooke,_The_Letters_of_John_of_Salisbury;Millor/Brooke, The Letters of John of Salisbury;The Letters of John of Salisbury, ed. William James Millor, Christopher Nugent Lawrence Brooke, 2 Bde., London 1979–1986 (Medieval texts).;;"I ; II";;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
456;Miraeus-Foppens,_Opera_diplomatica_3;Miraeus/Foppens, Opera diplomatica 3;Opera diplomatica et historica, ed. Aubertus Miraeus, Johannes Foppens, 4 Bde., 2. Aufl., Bruxelles 1723–1748.;;3;;X;X;;;;;;http://data.onb.ac.at/ABO/%2BZ186092807;;;http://data.onb.ac.at/ABO/%2BZ18609290X;http://data.onb.ac.at/ABO/%2BZ186093009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
457;Magnae_Moraviae_fontes_historici_3;Magnae Moraviae fontes historici 3;Magnae Moraviae fontes historici, Bd. 3: Diplomata, epistolae, textus historici varii, ed. Dagmar Bartoňková, Brünn 1969 (Opera Universitatis Purkynianae Brunensis, Facultas Philosophica, 134).;;;;X;X;;https://archive.org/details/magnae-moravie-fontes-historici-4;;;;;;;;https://archive.org/details/magnae-moravie-fontes-historici-4/Magnae%20Moravie%20Fontes%20Historici_3/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
458;Molinier,_Obituaires_de_la_province_de_Sens;Molinier, Obituaires de la province de Sens;Obituaires de la province de Sens, Bd. 1: Diocèses de Sens et de Paris, ed. Auguste Molinier, Paris 1902 (Recueil des historiens de la France. Obituaires, 1).;;I,1;;X;X;;;;;;https://archive.org/details/recueildeshistor01acaduoft/mode/2up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
459;Monod,_Essai;Monod, Essai;Bernard Monod, Essai sur les rapports de Pascal II avec Philippe Ier, 1099–1108, Paris 1907 (Bibliothèque de l’École des Hautes Études. 4e Section. Sciences Historiques et Philologiques, 164).;;;;X;X;https://archive.org/details/essaisurlesrappo00mono/mode/2up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
460;Mor,_Carte_Valsesiane;Mor, Carte Valsesiane;Carte Valsesiane fino al s. XV conservate negli archivi pubblici, ed. Carlo Guido Mor, Turin 1933 (Biblioteca della Società storica subalpina, 124).;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
461;Morel,_Cartulaire_de_l’abbaye_de_Saint-Corneille_de_Compiègne;Morel, Cartulaire de l’abbaye de Saint-Corneille de Compiègne;Cartulaire de l’abbaye de Saint-Corneille de Compiègne, ed. Émile-Epiphanius Morel, Louis Carolus-Barré, 3 Bde., Mondidier 1904–1977.;;I;;X;X;;;;;;"https://gallica.bnf.fr/ark:/12148/bpt6k58296915?rk=21459;2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
462;Morelle,_Formation;Morelle, Formation;Laurent Morelle, Formation et développement d’une juridiction ecclésiastique d’abbaye: les paroisses exemptes de Saint-Pierre de Corbie (XIe–XIIe siècles), in: L’encadrement religieux des fidèles au Moyen Âge et jusqu’au Concile de Trente. La paroisse, le clergé, la pastorale, la dévotion, Paris 1985 (Actes du Congrès National des Sociétés Savantes. Section d’histoire médiévale et de philologie, 109,1), S. 597–620.;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
463;Morelle,_Le_concile_de_Reims_de_1049;Morelle, Le concile de Reims de 1049;Laurent Morelle, Le concile de Reims de 1049 et le statut de l’abbaye de Montier-en-Der. Avec l’édition du faux précepte de Louis le Pieux en faveur de l’Église de Reims (BM² 835), in: Francia 28,1 (2001), S. 91–113.;;;;X;X;https://francia.digitale-sammlungen.de/Blatt_bsb00016305,00107.html;https://perspectivia.net/publikationen/francia/bsb00016305/francia-028_1-2001-00107-00130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
464;Morelle,_Les_chartes_de_l’abbaye_de_Corbie;Morelle, Les chartes de l’abbaye de Corbie;Les chartes de l’abbaye Saint-Pierre de Corbie (988–1196). Présentation et édition critique, ed. Laurent Morelle, 2 Bde., Diss. phil. masch. Paris 1988.;;"II/II ; II/III ; II/IV";;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
