key;Kurztitel;Kurztitel der Editionen;Geschichtsquellen.de;Arlima.net;Quellen;Langtitel;Bde.;Verlinkt;Link;Band I;Band II;Band III;Band IV;Band V;Band VI
Martène-Durand,_Ampl._coll.;Martène/Durand, Ampl. coll.;;;;;Veterum scriptorum et monumentorum historicorum, dogmaticorum, moralium amplissima collectio, ed. Edmond Martène, Ursinus Durand, 9 Bde., Paris, 1724–1733.;"I ; II ; VI";;https://archive.org/search.php?query=Veterum%20scriptorum%20et%20monumentorum%20historicorum%2C ;;;;;;
Martène-Durand,_Thesaurus;Martène/Durand, Thesaurus;;;;;Thesaurus novus anecdotorum, complectens regnum ac principum aliorumque virorum illustrium epistolas et diplomata, ed. Edmond Martène, Ursinus Durand, Paris 1717.;I;;https://babel.hathitrust.org/cgi/pt?id=ucm.5326651855&view=1up&seq=6;;;;;;
Martí_Bonet,_Roma;Martí Bonet, Roma;;;;;Josep Maria Martì Bonet, Roma y las iglesias particulares en la concesión del palio a los obispos y arzobispos de Occidente, año 513–1143, Barcelona 1976 (Colectánea San Paciano, 214).;;;;;;;;;
Martin,_Conciles_et_bullaire;Martin, Conciles et bullaire;;;;;Jean-Baptiste Martin, Conciles et bullaire du diocèse de Lyon des origines à la réunion du Lyonnais à la France en 1312, Lyon 1905.;;;https://archive.org/details/concilesetbulla00martgoog ;;;;;;
Masson,_Epistolae;Masson, Epistolae;;;;;Gerberti epistolae. Item Joannis Saresberiensis, ed. Jean Papire Masson, Paris 1611.;;;http://books.google.com/books?id=6SJgAAAAcAAJ ;;;;;;
Masson,_Epistolae_Gerberti;Masson, Epistolae Gerberti;;;;;Epistolae Gerberti primo Remorum, dein Ravennatum archiepiscopi postea Romani pontificis Silvestri secundi […], ed. Jean-Papire Masson, Paris 1611.;;;https://archive.org/details/bub_gb_e1POBnb-uxgC/page/n3 ;;;;;;
Masson,_Libri_sex_de_episcopis_urbis;Masson, Libri sex de episcopis urbis;;;;;Libri sex de episcopis urbis, qui Romanam Ecclesiam rexerunt, rebusque gestis eorum, ed. Jean Papire Masson, Paris 1586.;;;;;;;;;
Matton,_Dict._topogr._Aisne;Matton, Dict. topogr. Aisne;;;;;Auguste Matton, Dictionnaire topographique de la France, Bd. 2: Dictionnaire topographique du département de l’Aisne, Paris 1871.;;;http://www.archive.org/details/dictionnairetop00mattgoog ;;;;;;
May,_Reg._Bremen_I;May, Reg. Bremen I;;;;;Regesten der Erzbischöfe von Bremen, ed. Otto Heinrich May, Bd. 1, Bremen 1937 (Veröffentlichungen der Historischen Kommission für Niedersachsen und Bremen, 11,1).;;;;;;;;;
McKeon,_Hincmar;McKeon, Hincmar;;;;;Peter R. McKeon, Hincmar of Laon and Carolingian politics, Urbana 1978.;;;;;;;;;
McKeon,_Reestablishment;McKeon, Reestablishment;;;;;Peter R. McKeon, Toward a Reestablishment of the Correspondence of Pope Hadrian II. The Letters exchanged between Rome and the Kingdom of Charles the Bald regarding Hincmar of Laon, in: Revue bénédictine 81 (1971), S. 169–185. ;;;http://www.mgh-bibliothek.de/dokumente/a/a070698.pdf;;;;;;
Meinert,_Libelli_de_discordia;Meinert, Libelli de discordia;;;;;Hermann Meinert, Libelli de discordia inter monachos S. Remigii et S. Nicasii Remenses agitata tempore Paschalis II. papae, in: Leo Santifaller (Hg.), Festschrift Albert Brackmann, Weimar 1931, S. 259–292.;;;;;;;;;
Meinert,_Papsturkunden_in_Frankreich_N._F._1;Meinert, Papsturkunden in Frankreich N. F. 1;;;;;Papsturkunden in Frankreich, N. F. 1: Champagne und Lothringen, ed. Hermann Meinert, Göttingen 1932–1933 (Abhandlungen der Gesellschaft der Wissenschaften zu Göttingen. Philologisch-Historische Klasse, 3. Folge, 3–4).;;;;;;;;;
Melampo,_Bolle_papali;Melampo, Bolle papali;;;;;Angelo Melampo, Attorno alle bolle papali da Pasquale I a Pio X, Bd. 1, Rom 1904 (Miscellanea di storia e cultura ecclesiastica, 3).;;;;;;;;;
Mériaux,_Boulogne_et_Thérouanne;Mériaux, Boulogne et Thérouanne;;;;;Charles Mériaux, Deux cités pour un diocèse: Boulogne et Thérouanne jusqu’au milieu du XIIIe siècle, in: Jeff Rider, Benoît-Michel Tock (Hg.), Le diocèse de Thérouanne au Moyen Âge: actes de la journée d’études tenue à Lille le 3 mai 2007, Arras 2010 (Mémoires de la Comission Départementale d’Histoire et d’Archéologie du Pas-de-Calais, 39), S. 31–52.;;;;;;;;;
MGH_Briefe_d._dt._Kaiserzeit_2;MGH Briefe d. dt. Kaiserzeit 2;;;;;Die Briefsammlung Gerberts von Reims, ed. Fritz Weigle, Weimar 1966 (MGH Briefe der deutschen Kaiserzeit, 2). ;;X;;;;;;;
MGH_Briefe_d._dt._Kaiserzeit_5;MGH Briefe d. dt. Kaiserzeit 5;;;;;Briefsammlungen der Zeit Heinrichs IV., ed. Carl Erdmann, Norbert Fickermann, Weimar 1950 (MGH Briefe der deutschen Kaiserzeit, 5).;;X;;;;;;;
MGH_Conc._2,2;MGH Conc. 2,2;;;;;Concilia aevi Karolini, ed. Albertus Werminghoff, Hannover, Leipzig 1908 (MGH Concilia, 2,2).;;X;;;;;;;
MGH_Conc._3;MGH Conc. 3;;;;;Die Konzilien der Karolingischen Teilbereiche 843–859, ed. Wilfried Hartmann, Hannover 1984 (MGH Concilia, 3).;;X;;;;;;;
MGH_Conc._4;MGH Conc. 4;;;;;Die Konzilien der karolingischen Teilbereiche 860–874, ed. Wilfried Hartmann, Hannover 1998 (MGH Concilia, 4).;;X;;;;;;;
MGH_Conc._4,_Suppl._2;MGH Conc. 4, Suppl. 2;;;;;Die Streitschriften Hinkmars von Reims und Hinkmars von Laon 869–871, ed. Rudolf Schieffer, Hannover 2003 (MGH Concilia, 4, Suppl. 2).;;X;;;;;;;
MGH_Conc._6,1;MGH Conc. 6,1;;;;;Die Konzilien Deutschlands und Reichsitaliens 916–960, ed. Ernst-Dieter Hehl, Horst Fuhrmann, Hannover 1987 (MGH Concilia, 6,1).;;X;;;;;;;
MGH_Conc._6,2;MGH Conc. 6,2;;;;;Die Konzilien Deutschlands und Reichsitaliens 962–1001, ed. Ernst-Dieter Hehl, Carlo Servatius, Hannover 2007 (MGH Concilia, 6,2). ;;X;;;;;;;
MGH_Conc._8;MGH Conc. 8;;;;;Die Konzilien Deutschlands und Reichsitaliens 1023–1059, ed. Detlev Jasper, Hannover 2010 (MGH Concilia, 8).;;X;;;;;;;
MGH_Const._1;MGH Const. 1;;;;;Constitutiones et acta publica imperatorum et regum, 911–1197, Bd. 1, ed. Ludwig Weiland, Hannover 1893 (MGH Constitutiones et acta publica imperatorum et regum, 1). ;;X;;;;;;;
MGH_DD_F_I.;MGH DD F I.;;;;;Die Urkunden Friedrichs I. 1152–1158, ed. Heinrich Appelt u. a., 5 Bde., Hannover 1975–1990 (MGH Die Urkunden der deutschen Könige und Kaiser, 10).;;X;;;;;;;
MGH_DD_Ka_III.;MGH DD Ka III.;;;;;Die Urkunden Karls III., ed. Paul Fridolin Kehr, Berlin 1937 (MGH Die Urkunden der deutschen Karolinger, 2).;;X;;;;;;;
MGH_DD_LdF;MGH DD LdF;;;;;Die Urkunden Ludwigs des Frommen, ed. Theo Kölzer u. a., 3 Bde., Wiesbaden 2016 (MGH Die Urkunden der Karolinger, 2).;;X;;;;;;;
MGH_DD_Lo_III.;MGH DD Lo III.;;;;;Die Urkunden Lothars III. und der Kaiserin Richenza, ed. Emil von Ottenthal, Hans Hirsch, Berlin 1927 (MGH Die Urkunden der deutschen Könige und Kaiser, 8).;;X;;;;;;;
MGH_DD_O_III.;MGH DD O III.;;;;;Die Urkunden Otto des III., ed. Theodor Sickel, Hannover 1893 (MGH Die Urkunden der deutschen Könige und Kaiser, 2,2). ;;X;;;;;;;
MGH_Epp._5;MGH Epp. 5;;;;;Epistolae Karolini aevi, Bd. 3, ed. Ernst Dümmler, Karl Hampe u. a., Berlin 1890 (MGH Epistolae in Quart, 5).;;X;;;;;;;
MGH_Epp._6;MGH Epp. 6;;;;;Epistolae Karolini aevi, Bd. 4, ed. Ernst Dümmler, Ernst Perels u. a., Berlin 1925 (MGH Epistolae in Quart, 6).;;X;;;;;;;
MGH_Epp._7;MGH Epp. 7;;;;;Epistolae Karolini aevi, Bd. 5, ed. Erich Caspar, Gerhard Laehr u. a., Berlin 1928 (MGH Epistolae in Quart, 7).;;X;;;;;;;
MGH_Epp._8,1;MGH Epp. 8,1;;;;;Epistolae Karolini aevi. Hincmari archiepiscopi Remensis epistolae, Bd. 6, Tl. 1, ed. Ernst Perels, Berlin 1939 (MGH Epistolae in Quart, 8,1).;;X;;;;;;;
MGH_Epp._8,2;MGH Epp. 8,2;;;;;Epistolae Karolini aevi. Hincmari archiepiscopi Remensis epistolae, Bd. 6, Tl. 2, ed. Rudolf Schieffer, Ernst Perels, Nelly Ertl, Wiesbaden 2018 (MGH Epistolae in Quart 8,2).;;X;;;;;;;
MGH_Epp._sel._1;MGH Epp. sel. 1;;;;;Die Briefe des heiligen Bonifatius und Lullus, ed. Michael Tangl, Berlin 1916 (MGH Epistolae selectae, 1).;;X;;;;;;;
MGH_Epp._sel._2,1;MGH Epp. sel. 2,1;;;;;Das Register Gregors VII., Tl. 1, ed. Erich Caspar, Berlin 1920 (MGH Epistolae selectae, 2,1).;;X;;;;;;;
MGH_Epp._sel._2,2;MGH Epp. sel. 2,2;;;;;Das Register Gregors VII., Tl. 2, ed. Erich Caspar, Berlin 1928 (MGH Epistolae selectae, 2,2).;;X;;;;;;;
MGH_Ldl_3;MGH Ldl 3;;;;;Libelli de lite imperatorum et pontificum saeculis XI. et XII. conscripti, ed. Ernst Dümmler, Ernst Sackur, Hannover 1897 (MGH Libelli de lite imperatorum et pontificum, 3).;;X;;;;;;;
MGH_SS_3;MGH SS 3;;;;;Annales, chronica et historiae aevi Saxonici, ed. Georg Heinrich Pertz, Hannover 1839 (MGH Scriptores, 3).;;X;;;;;;;
MGH_SS_6;MGH SS 6;;;;;Chronica et annales aevi Salici, ed. Georg Heinrich Pertz, Hannover 1844 (MGH Scriptores, 6).;;X;;;;;;;
MGH_SS_7;MGH SS 7;;;;;Chronica et gesta aevi Salici, ed. Georg Heinrich Pertz, Hannover 1846 (MGH Scriptores, 7).;;X;;;;;;;
MGH_SS_8;MGH SS 8;;;;;Chronica et gesta aevi Salici, ed. Georg Heinrich Pertz, Hannover 1848 (MGH Scriptores, 8).;;X;;;;;;;
MGH_SS_10;MGH SS 10;;;;;Annales et chronica aevi Salici. Vitae aevi Carolini et Saxonici, ed. Georg Heinrich Pertz, Hannover 1852 (MGH Scriptores, 10).;;X;;;;;;;
MGH_SS_12;MGH SS 12;;;;;Historiae aevi Salici, ed. Georg Heinrich Pertz, Hannover 1856 (MGH Scriptores, 12).;;X;;;;;;;
MGH_SS_13;MGH SS 13;;;;;Supplementa tomorum I–XII, pars I, ed. Georg Waitz u. a., Hannover 1881 (MGH Scriptores, 13).;;X;;;;;;;
MGH_SS_14;MGH SS 14;;;;;Supplementa tomorum I–XII, pars II. Supplementum tomi XIII, ed. Georg Waitz u. a., Hannover 1883 (MGH Scriptores, 14).;;X;;;;;;;
MGH_SS_16;MGH SS 16;;;;;Annales aevi Suevici, ed. Georg Heinrich Pertz, Hannover 1859 (MGH Scriptores, 16).;;X;;;;;;;
MGH_SS_19;MGH SS 19;;;;;Annales aevi Suevici, ed. Georg Heinrich Pertz, Hannover 1866 (MGH Scriptores, 19).;;X;;;;;;;
MGH_SS_20;MGH SS 20;;;;;Supplementa tomorum I, V, VI, XII. Chronica aevi Suevici, ed. Georg Heinrich Pertz, Hannover 1868 (MGH Scriptores, 20).;;X;;;;;;;
MGH_SS_23;MGH SS 23;;;;;Chronica aevi Suevici, ed. Georg Heinrich Pertz, Hannover 1874 (MGH Scriptores, 23).;;X;;;;;;;
MGH_SS_25;MGH SS 25;;;;;Gesta saec. XIII., ed. Georg Waitz u. a., Hannover 1880 (MGH Scriptores, 25).;;X;;;;;;;
MGH_SS_26;MGH SS 26;;;;;Ex rerum Francogallicarum scriptoribus. Es historiis auctorum Flandrensium Francogallica lingua scriptis. Supplementum tomi XXIV, ed. Georg Waitz u. a., Hannover 1882 (MGH Scriptores, 26).;;X;;;;;;;
MGH_SS_30,2;MGH SS 30,2;;;;;Supplementa tomorum I–XV, ed. Adolf Hofmeister u. a., Hannover 1934 (MGH Scriptores, 30,2).;;X;;;;;;;
MGH_SS_36;MGH SS 36;;;;;Flodoard von Reims. Die Geschichte der Reimser Kirche, ed. Martina Stratmann, Hannover 1998 (MGH Scriptores, 36).;;X;;;;;;;
MGH_SS_38;MGH SS 38;;;;;Richer von Saint-Remi. Historiae, ed. Hartmut Hoffmann, Hannover 2000 (MGH Scriptores, 38).;;X;;;;;;;
MGH_SS_rer._Germ._18;MGH SS rer. Germ. 18;;;;;Chronica regia Coloniensis, ed. Georg Waitz, Hannover 1880 (MGH Scriptores rerum Germanicarum in usum scholarum separatim editi, 18).;;X;;;;;;;
MGH_SS_rer._Germ._46;MGH SS rer. Germ. 46;;;;;Ottonis et Rahewini Gesta Friderici I. imperatoris, ed. Georg Waitz, Hannover 1912 (MGH Scriptores rerum Germanicarum in usum scholarum separatim editi, 46).;;X;;;;;;;
MGH_SS_rer._Germ._5;MGH SS rer. Germ. 5;;;;;Annales Bertiniani, ed. Georg Waitz, Hannover 1883 (MGH Scriptores rerum Germanicarum in usum scholarum separatim editi, 5).;;X;;;;;;;
MGH_SS_rer._Germ._50;MGH SS rer. Germ. 50;;;;;Reginonis abbatis Prumiensis chronicon cum continuatione Treverensi, ed. Friedrich Kurze, Hannover 1890 (MGH Scriptores rerum Germanicarum in usum scholarum separatim editi, 50).;;X;;;;;;;
MGH_SS_rer._Germ._55;MGH SS rer. Germ. 55;;;;;Vita Anskarii auctore Rimberto. Vita Rimberti, ed. Georg Waitz, Hannover 1884 (MGH Scriptores rerum Germanicarum in usum scholarum separatim editi, 55).;;X;;;;;;;
MGH_SS_rer._Germ._6;MGH SS rer. Germ. 6;;;;;Annales regni Francorum inde ab a. 741 usque ad a. 829, qui dicuntur annales Laurissenses maiores et Einhardi, ed. Georg Waitz, Friedrich Kurze, Hannover 1895 (MGH Scriptores rerum Germanicarum in usum scholarum separatim editi, 6).;;X;;;;;;;
MGH_SS_rer._Merov._3;MGH SS rer. Merov. 3;;;;;Passiones vitaeque sanctorum aevi Merovingici et antiquiorum aliquot, ed. Bruno Krusch, Hannover 1896 (MGH Scriptores rerum Merovingicarum, 3).;;X;;;;;;;
MGH_SS_rer._Merov._7;MGH SS rer. Merov. 7;;;;;Passiones vitaeque sanctorum aevi Merovingici cum supplemento et appendice, ed. Bruno Krusch, Wilhelm Levison, Hannover, Leipzig 1920 (MGH Scriptores rerum Merovingicarum, 7).;;X;;;;;;;
Migne,_PL;Migne, PL;;;;;Patrologiae cursus completus, omnium ss. Patrum, doctorum scriptorumquae ecclesiasticorum sive Latinorum, sive XGraecorum. Series latina, ed. Jacques-Paul Migne, 221 Bde., Paris 1844–1865.;;;http://bibliotheca.plgo.org/cs/migne/ ;;;;;;
Milis,_L’ordre_d’Arrouaise;Milis, L’ordre d’Arrouaise;;;;;Ludo Milis, L’ordre des chanoines réguliers d’Arrouaise. Son histoire et son organisation, de la fondation de l’abbaye-mère vers 1090, à la fin des chapitres annuels (1471), 2 Bde., Brügge 1969 (Werken. Faculteit van de Letteren en Wijsbegeerte. Rijksuniversiteit te Gent, 147–148).;I;;;;;;;;
Millet,_Les_chanoines_du_chapitre_cathédrale_de_Laon;Millet, Les chanoines du chapitre cathédrale de Laon;;;;;Hélène Millet, Les chanoines du chapitre cathédral de Laon (1272–1412), Rom 1982 (Collection de l’École Française de Rome, 56).;;;http://www.persee.fr/web/ouvrages/home/prescript/monographie/efr_0000-0000_1982_mon_56_1 ;;;;;;
Millor-Brooke,_The_Letters_of_John_of_Salisbury;Millor/Brooke, The Letters of John of Salisbury;;;;;The Letters of John of Salisbury, ed. William James Millor, Christopher Nugent Lawrence Brooke, 2 Bde., London 1979–1986 (Medieval texts).;"I ; II";;;;;;;;
Miraeus-Foppens,_Opera_diplomatica_3;Miraeus/Foppens, Opera diplomatica 3;;;;;Opera diplomatica et historica, ed. Aubertus Miraeus, Johannes Foppens, 4 Bde., Bruxelles 21723–1748.;3;;;http://data.onb.ac.at/ABO/%2BZ186092807;http://data.onb.ac.at/ABO/%2BZ18609290X;http://data.onb.ac.at/ABO/%2BZ186093009;;;
Magnae_Moraviae_fontes_historici_3;Magnae Moraviae fontes historici 3;;;;;Magnae Moraviae fontes historici, Bd. 3: Diplomata, epistolae, textus historici varii, ed. Dagmar Barto?ková, Brünn 1969 (Opera Universitatis Purkynianae Brunensis, Facultas Philosophica, 134).;;;;;;;;;
Molinier,_Obituaires_de_la_province_de_Sens;Molinier, Obituaires de la province de Sens;;;;;Obituaires de la province de Sens, Bd. 1: Diocèses de Sens et de Paris, ed. Auguste Molinier, Paris 1902 (Recueil des historiens de la France. Obituaires, 1).;I,1;;;;;;;;
Monod,_Essai;Monod, Essai;;;;;Bernard Monod, Essai sur les rapports de Pascal II avec Philippe Ier, 1099–1108, Paris 1907 (Bibliothèque de l’École des Hautes Études. 4e Section. Sciences Historiques et Philologiques, 164).;;;;;;;;;
Mor,_Carte_Valsesiane;Mor, Carte Valsesiane;;;;;Carte Valsesiane fino al s. XV conservate negli archivi pubblici, ed. Carlo Guido Mor, Turin 1933 (Biblioteca della Società storica subalpina, 124).;;;;;;;;;
Morel,_Cartulaire_de_l’abbaye_de_Saint-Corneille_de_Compiègne;Morel, Cartulaire de l’abbaye de Saint-Corneille de Compiègne;;;;;Cartulaire de l’abbaye de Saint-Corneille de Compiègne, ed. Émile-Epiphanius Morel, Louis Carolus-Barré, 3 Bde., Mondidier 1904–1977.;I;;;;;;;;
Morelle,_Formation;Morelle, Formation;;;;;Laurent Morelle, Formation et développement d’une juridiction ecclésiastique d’abbaye: les paroisses exemptes de Saint-Pierre de Corbie (XIe–XIIe siècles), in: L’encadrement religieux des fidèles au Moyen Âge et jusqu’au Concile de Trente. La paroisse, le clergé, la pastorale, la dévotion, Paris 1985 (Actes du Congrès National des Sociétés Savantes. Section d’histoire médiévale et de philologie, 109,1), S. 597–620.;;;;;;;;;
Morelle,_Le_concile_de_Reims_de_1049;Morelle, Le concile de Reims de 1049;;;;;Laurent Morelle, Le concile de Reims de 1049 et le statut de l’abbaye de Montier-en-Der. Avec l’édition du faux précepte de Louis le Pieux en faveur de l’Église de Reims (BM? 835), in: Francia 28,1 (2001), S. 91–113.;;;https://perspectivia.net/publikationen/francia/bsb00016305/francia-028_1-2001-00107-00130 ;;;;;;
Morelle,_Les_chartes_de_l’abbaye_de_Corbie;Morelle, Les chartes de l’abbaye de Corbie;;;;;Les chartes de l’abbaye Saint-Pierre de Corbie (988–1196). Présentation et édition critique, ed. Laurent Morelle, 2 Bde., Diss. phil. masch. Paris 1988.;"II/II ; II/III ; II/IV";;;;;;;;
Müller,_Päpstliche_Delegationsgerichtsbarkeit;Müller, Päpstliche Delegationsgerichtsbarkeit;;;;;Harald Müller, Päpstliche Delegationsgerichtsbarkeit in der Normandie (12. und frühes 13. Jahrhundert). Tl 1: Untersuchung, Tl 2: Regesten und Edition, Bonn 1997 (Studien und Dokumente zur Gallia Pontificia, 4,1–2).;II;;;;;;;;
Muller-Bouman,_Oorkondenboek_Sticht_Utrecht_I;Muller/Bouman, Oorkondenboek Sticht Utrecht I;;;;;Oorkondenboek van het sticht Utrecht tot 1301, Bd. 1, ed. Samuel Muller, Arie Cornelis Bouman, Utrecht 1925.;I;;http://resources.huygens.knaw.nl/retroboeken/osu ;;;;;;
Nelis,_Études;Nelis, Études;;;;;Hubert Nélis, Études de diplomatique médiévale, in: Analectes pour servir à l’histoire ecclésiastique de la Belgique 33 (1907), S. 227–274.;;;;;;;;;
Newman,_Cartulary_and_Charters_of_Homblières;Newman, Cartulary and Charters of Homblières;;;;;The Cartulary and Charters of Notre-Dame of Homblieres, ed. William Mendel Newman, Theodore Evergates, Giles Constable, Cambridge, MA 1990 (Medieval Academy Books, 97).;;;https://cdn.ymaws.com/sites/www.medievalacademy.org/resource/resmgr/maa_books_online/newman_0097_bkmrkdpdf.pdf ;;;;;;
Newman,_Le_personnel_de_la_cathédrale_d’Amiens;Newman, Le personnel de la cathédrale d’Amiens;;;;;William Mendel Newman, Le personnel de la cathédrale d’Armiens, 1066–1306. Avec une note sur la famille des seigneurs de Heilly, Paris 1972.;;;http://resolver.sub.uni-goettingen.de/purl?PPN776927213 ;;;;;;
Newman,_Seigneurs_de_Nesle;Newman, Seigneurs de Nesle;;;;;William Mendel Newman, Les seigneurs de Nesle en Picardie (XIIe–XIIIe siècle). Leurs chartes et leur histoire, 2 Bde., Paris 1971 (Bibliothèque de la Société d’Histoire du Droit des Pays Flamands, Picards et Wallons, 27).;I;;;;;;;;
Newman-Rouse,_Charters_of_St-Fursy_of_Péronne;Newman/Rouse, Charters of St-Fursy of Péronne;;;;;Charters of St-Fursy of Péronne, ed. Mary A. Rouse, William Mendel Newman, Cambridge, MA. 1977 (The Mediaeval Academy of America. Publication, 85).;;;http://www.medievalacademy.org/Digital_Editions/Newman_0085_BkmrkdPDF.pdf ;;;;;;
Nielsen,_Codex_Esromensis;Nielsen, Codex Esromensis;;;;;Codex Esromensis. Esrom Klosters Brevbog, ed. Oluf Nielsen, Kopenhagen 1880–1881.;;;;;;;;;
Odorici,_Storie_Bresciane;Odorici, Storie Bresciane;;;;;Storie Bresciane dai primi tempi sino all’età nostra, ed. Federico Odorici, 11 Bde., Brescia 1853–1865.;4;;http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10079049-0 ;;;;;;
Oediger,_Reg._Köln_I;Oediger, Reg. Köln I;;;;;Die Regesten der Erzbischöfe von Köln im Mittelalter, Bd. 1: 313–1099, ed. Friedrich Wilhelm Oediger, Bonn 1954–1961 (Publikationen der Gesellschaft für Rheinische Geschichtskunde, 21).;;;;;;;;;
Ohnsorge,_Die_Legaten_Alexanders_III.;Ohnsorge, Die Legaten Alexanders III.;;;;;Werner Ohnsorge, Die Legaten Alexanders III. im ersten Jahrzehnt seines Pontifikats (1159–1169), Berlin 1928 (Historische Studien, 175).;;;;;;;;;
Ohnsorge,_Kaiserbündnis;Ohnsorge, Kaiserbündnis;;;;;Werner Ohnsorge, Das Kaiserbündnis von 842–844 gegen die Sarazenen. Datum, Inhalt und politische Bedeutung des »Kaiserbriefes aus St. Denis«, in: Archiv für Diplomatik 1 (1955), S. 88–131 (ND in: ders., Abendland und Byzanz. Gesammelte Aufsätze zur Geschichte der byzantinisch-abendländischen Beziehungen und des Kaisertums, Darmstadt 1958, S. 131–183).;;;;;;;;;
Olleris,_Œuvres_de_Gerbert;Olleris, Œuvres de Gerbert;;;;;Œuvres de Gerbert, pape sous le nom de Sylvestre II: coll. sur les manuscrits, précédées de sa biographie, suivies de notes critiques & historiques, ed. Alexandre Olleris, Clermont-Ferrand 1867.;;;http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10685835-5 ;;;;;;
Omont,_Bulles_sur_papyrus;Omont, Bulles sur papyrus;;;;;Henri Omont, Bulles pontificales sur papyrus, in: Bibliothèque de l’École des chartes 65 (1904), S. 575–582.;;;http://www.persee.fr/web/revues/home/prescript/article/bec_0373-6237_1904_num_65_1_448216 ;;;;;;
